id,text,context,stance_label,impact_label
train_2253,With better media coverage terrorist attacks became threatening to Europeans even if they are not committed on European soil.,"['Europeans, defined as citizens of what today constitutes the European Union (EU), had a better quality of life in the 1990s, than in the 1890s.', 'The world for Europeans was safer in the 1890s than it was in the 1990s.', 'Terrorism had emerged by 1990s, spreading a feeling of insecurity that did not exist in 1890.', 'Technological developments made terrorism more threatening.']","['NULL', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'SUPPORT']",IMPACTFUL
train_2254,There will be no end if Australia continues to make concessions to aboriginals.,"['The date of Australia Day should be changed.', 'If it offends people, the date should be changed.']","['NULL', 'SUPPORT', 'OPPOSE']",NOT_IMPACTFUL
train_2255,"Any bar we try to set for non-detrimental conduct will be arbitrary. For example, if the artwork of all criminals is to be disregarded or substantially devalued, then a huge fraction of 20th Century art (including Beatles, and most rock music besides) must fall into this category dues to the use of illegal drugs.","['The quality of artwork should not be judged based on the conduct of the artist.', 'The creators of great artworks are generally credited and often celebrated, and we must not celebrate criminals and other reprehensible individuals.']","['NULL', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_2256,It could be argued that the rhetoric and atmosphere seen during the first referendum could become more feverish. The country was shown to be very divided and those same divisions could resurface.,"['Voters in the UK should have a final vote on the Brexit deal.', 'The negative practicalities of running a referendum do not warrant going through one again.', 'The last referendum was an unpleasant, divisive, all-consuming ordeal. Citizens will not want to be subjected to all of that again.']","['NULL', 'OPPOSE', 'SUPPORT', 'SUPPORT']",NOT_IMPACTFUL
train_2257,Dualism claims: A simulated consciousness is not real consciousness.,"['We exist within a Simulated Reality.', 'There are Philosophical Arguments against the Thesis.']","['NULL', 'OPPOSE', 'SUPPORT']",NOT_IMPACTFUL
train_2258,The solution to the paradox of tolerance is to speak out against the intolerance rather than legislate against them.,"['Hate speech should be legally protected', 'According to the paradox of tolerance, enabling certain liberties may have an overall negative impact over freedom.']","['NULL', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_2259,BPA disrupt the functions of hormones - especially estrogen.,"['Europeans, defined as citizens of what today constitutes the European Union (EU), had a better quality of life in the 1990s, than in the 1890s.', ""Legal and political developments brought significant improvements of Europeans' quality of life."", 'Europeans were relatively unsatisfied with their governments in the 1990s.', 'Dissatisfaction with the current government does not imply dissatisfaction with the current political system. Alternative governments are possible within the existing political order.', ""It is reasonable to assume that, if given the choice in a hypothetical situation similar to John Rawl's original position, European citizens would prefer to live under their respective country's political order of 1990s relative to that of 1890."", 'Progress and advances in the health sector had a positive impact on the quality of life in the 1990s.', 'Unhealthy habits emerged that reduce the quality of life despite medical advancements.', 'People in the 1990s ate and drank unhealthier than people in the 1890s.', 'The quality of nutrition was better in the 1890s, thus the quality of life was better back then compared to the 1990s.', 'Technical developments improved the quality of food and therewith the quality of life.', 'Packaging technology evolved until 1990 and made products safer.', 'New materials, such as aluminum and several types of plastic, helped improve food safety standards after 1890.', 'Plastic is very unhealthy for humans.', 'A 18 year old woman can eat a lot of plastic and not report any obvious negative health effects.', 'She is very likely to experience problems later on if she does not stop eating plastic.', 'The mass makes it toxic, e.g. the ingestion of Bisphenol A (BPA).']","['NULL', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'SUPPORT']",IMPACTFUL
train_2260,Hate speech can bring awareness to underlying issues in society that may otherwise be hidden if it was not protected.,"['Hate speech should be legally protected', 'Hate speech has no benefit to society whatsoever and can therefore be banned without harm.']","['NULL', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_2261,"The idea of ""positive ends"" is subjective and therefore irrational. There is no institution that has the right to decide that certain humans are worthy of carrying genes forward and others are not. History proves this is a dangerously oppressive power to grant any human institution.","['A license should be required in order to have a child (procreate).', 'A licensing system controlling procreation would enable the government to direct human evolution towards positive eugenic\xa0ends.']","['NULL', 'SUPPORT', 'OPPOSE']",IMPACTFUL
train_2262,There is no basis to say that children have this right.,"['Teachers should not be allowed to wear religious symbols at school', 'Children have a right to learn in a religiously neutral setting.']","['NULL', 'SUPPORT', 'OPPOSE']",IMPACTFUL
train_2263,"Students are the ones most impacted by what happens at their universities. Thus, they should have significant say over what happens at their school.","['Social justice movements should abandon the use of no-platforming at universities', 'No-platforming should be abandoned because it is an assault on free speech.', 'No-platforming is a valid way to exercise free speech and counterbalance power asymmetries.', 'Free speech does not entail being entitled to a pulpit. Thus, denial of a platform is not a violation of free speech.', ""Universities and student societies are under no compulsion to provide platforms to all who request them (O'Keefe, p. 87).""]","['NULL', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'OPPOSE']",IMPACTFUL
train_2264,"Many studies have concluded that strict voter ID laws in the US have a negative impact on voter turnout in Hispanic, Black, Asian and multi-racial populations.","['Citizens in democratic states should be required to vote or be fined.', 'Compulsory voting generates better electoral outcomes.', 'The election result is more representative when a greater diversity of people vote.', 'Optional voting gives greater power to those who are more socially powerful, as they are more likely to vote.', 'This goes against the notion of democracy being the great equaliser, where every individual in society is afforded the same voice when it comes to voting.', 'That modern democracies are innately egalitarian is untrue. There are several inequalities built into the voting process.']","['NULL', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'SUPPORT']",IMPACTFUL
train_2265,If educational institutions have policies mandating trigger warnings then topics associated with triggers are likely to be marginalized if not avoided altogether by faculty members. This is because these faculty members would be fearful of complaints for discomforting or offending their students.,"['Trigger warnings should be required in an educational setting.', 'Trigger warnings violate norms of academic freedom.']","['NULL', 'OPPOSE', 'SUPPORT']",IMPACTFUL
train_2266,Religious studies can allow both religious and non-religious alike to question their beliefs and learn critical reasoning skills.,"['Should public schools (primary and secondary) have religion as a required (not elective) course?', 'Religions (all of them) as a world history taught accurately and in context would give students a background to make sense of the world and their own decisions about religion.']","['NULL', 'SUPPORT', 'SUPPORT']",IMPACTFUL
train_2267,"To the organizers and participants (except the bull, who cannot claim otherwise for itself), this practice is not a ""spectacularization of torture"". That is a relative term.","['Traditional bullfighting - the practice of fighting with bulls that includes physically injuring them (for example, Spanish bullfighting in a ring or bull-running)- should be banned.', 'Bullfighting is part of the history and the culture in countries such as Spain or India. Culture should be preserved.', 'Cultural components change, as cultural transformation is a natural dynamic process.', 'Cultural transformation is an organic process that occurs from individual choices and beliefs. It should not be the role of government to dictate culture.', 'If a cultural practice constitutes a threat to humans or animals, the government needs to intervene and prohibit it.', 'Bullfighting is cruel.', 'In bullfighting torture is spectacularized, which adds to the cruelty.']","['NULL', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'OPPOSE']",NOT_IMPACTFUL
train_2268,The right to privacy is a natural right: inherent and invaluable to all humans.,['Abolishing all aspects of privacy (through an omniscient public database of all observable actions) would be beneficial to those in liberal democracies.'],"['NULL', 'OPPOSE']",IMPACTFUL
train_2269,"Trump's core supporters are a relatively bipartisan group, many of whom voted Democrat in the past. They are likely to support cooperation with Democrats.","['Democrats should not cooperate with Donald Trump’s presidency.', 'Refusing to cooperate with or obstructing the other party when they are in government violates democratic norms and principles.', 'Blanket obstructionist politics are justified if the minority feels the majority or the executive has been elected on a wholly objectionable platform.', 'American politics is sufficiently polarised that the loser in any election will likely feel that the winner has been elected on an objectionable platform. Acceptance of this principle would entail that parties are never obligated to cooperate with each other.', 'Cooperating with Trump normalises his Presidency and everything he stands for, something which Democrats should be opposed to.', 'Democrats must cooperate with Trump in order to forward their legislative agenda, an agenda that stands in opposition to the ideals Trump espouses.', 'Cooperation with Trump is bound to fail; Democrats should focus on forming a policy platform which they can run on in 2018 and 2020.', 'Trump will want to avoid primary challenges in 2020 from candidates to the right of him. If Trump looks moderate, he is more likely to be vulnerable to a serious challenge.', 'When Trump passes left-leaning legislation, this makes him look weak and unprincipled.']","['NULL', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'SUPPORT']",MEDIUM_IMPACT
train_2270,"No-platforming has targeted many people that could not be just labelled as provocateurs. In a lot of instances, they were people with views against the ideas of a particular group of students.","['Social justice movements should abandon the use of no-platforming at universities', 'No-platforming hinders productive discourse.', 'This implies that those being no-platformed are interested in productive discourse. But this is not always the case. Many of them are provocateurs who have no intention of engaging in real dialogue.']","['NULL', 'SUPPORT', 'OPPOSE', 'OPPOSE']",MEDIUM_IMPACT
train_2271,"Not all families accept this behavior, so it shouldn't be added to basic public school teaching. If these kinds of things were added, children would be constantly indoctrinated with other people's beliefs. Parents should be allowed to choose what information goes into their child's brain, and who they want them to become.","['Children should learn about gender identity and sexual orientation in school.', 'Some families, due to their cultural or religious backgrounds, may be against it.']","['NULL', 'OPPOSE', 'SUPPORT']",NOT_IMPACTFUL
train_2272,"A job in athletics is a job like any other. Since most professions do not have Zero-Tolerance policies, sports leagues should not either.","['Sports Leagues Should Have Zero-Tolerance Policies With Regard to Domestic Abuse', 'Athletes ought be held to a higher standard than other employees.']","['NULL', 'SUPPORT', 'SUPPORT']",NOT_IMPACTFUL
train_2273,Meat production creates significant greenhouse gas emissions which contribute to climate change.,['Governments should put a tax on meat.'],"['NULL', 'SUPPORT']",IMPACTFUL
train_2274,It is not true that Bible literalism is the one true form of Christianity. Nobody can say that people who consider the Bible to be metaphorical aren't really Christians.,"['Christianity is compatible with feminism.', 'Christianity supports monogamy, which is highly compatible with feminism.', ""Christianity also outlines when it is morally justifiable to cut off your wife's hand."", 'True Christians believe that the Bible is literally true, and it says that women are the property of the men in their lives and should have no self agency. This is antithetical to feminism.']","['NULL', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_2275,This could lower the number of citizens who are fit for military service.,"['Consenting adults should be allowed to compete in official, deadly arena-style tournaments, without having to fear any legal repercussions.', 'Government support for the games will damage broader society.', 'In case the tournaments become popular they could diminish the population. Officials have to prevent this as it has negative consequences for society.']","['NULL', 'OPPOSE', 'SUPPORT', 'SUPPORT']",NOT_IMPACTFUL
train_2276,"Current Japanese whale-hunting practices result in a loss of several million dollars (WWF, p. 4).","['Hunting whales in a population-sustaining fashion (while minimising suffering) should be allowed.', 'Whale hunting makes no sense from an economic point of view.']","['NULL', 'OPPOSE', 'SUPPORT']",IMPACTFUL
train_2277,The potential absence of whales caused by overhunting is a better way to illustrate the interrelations of whales and wider ecosystem.,"['Hunting whales in a population-sustaining fashion (while minimising suffering) should be allowed.', 'Whales cannot be killed humanely.', 'Whales should be treated just like all the other sentient animals which humans kill and eat.', 'Animals\xa0— even whales\xa0— are brutally killed by other animals all the time. Hunting is no worse.', 'Humans have a greater capacity to understand and make moral decisions. We should not use the behaviour of lesser creatures as a justification for our own cruelty.', 'Killing whales is immoral.', 'Whales are such intelligent creatures that treating them as resources to be harvested is inherently wrong, like raising chimpanzees for their meat.', 'If humans want to be good environmental stewards, we should focus on saving the species that do the most to contribute to ecological stability rather than those which are most intelligent.', ""Whales are of great importance for the ocean's ecosystem."", 'Giving whale rights more attention would create a more holistic understanding of their importance for the greater marine ecosystem.']","['NULL', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'OPPOSE']",NOT_IMPACTFUL
train_2278,"Regardless of sexuality, anyone should have the right to raise a child.",['Anyone should be allowed to be a parent.'],"['NULL', 'SUPPORT']",IMPACTFUL
train_2279,"Foreign aid projects implemented in non-democratic states use up resources needed elsewhere and undermine many of the institutions of those very states. The leaders themselves accept the aid in spite of this because it provides more resources for patronage. Democracies don't have such an incentive to accept aid that isn't useful. (Brautigum, p. 263).","['Democracies should only provide official development assistance (ODA) to democratic countries.', 'By making development assistance conditional on democratization, donor states run the risk of losing out on a potential source of influence over recipient states to protect important strategic interests.', ""As democracies have a strong natural interest in the international system's democratization, making democracy a condition for their support is a direct way to achieve this goal."", 'Conditional development assistance works as an incentive for further democratization.', 'Unconditional development aid strengthens non-democratic regimes, reducing the incentives for democratisation.', 'Unconditional aid can still strengthen incentives for democratization.', 'Autocrats have incentives to use at least some aid toward public goods, to maintain popular favor and decrease the likelihood of rebellion. Once those goods are provided, people are often empowered to push for democratic reforms.', 'In the absence of democratic institutions development assistance will be spent by the regimes as they see fit. Their decisions will not always be fair, legal, or in the public interest.']","['NULL', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'SUPPORT']",MEDIUM_IMPACT
train_2280,High performance based pay (in the form of large bonuses and stock options) often incentivizes behavior that is not in the company's or the public's interest.,"['US companies should be prohibited from paying any employee more than 35 times the compensation of their lowest-paid employee.', ""A business exists to create value. Compensation should be determined by a person's work and role in terms of value to the business, therefore high executive performance should be compensated accordingly.""]","['NULL', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_2281,"During America's last two Presidential elections, about nine out of ten African-American voters opted for the Democrats. At the same time, and maybe because of that, African-Americans are the most likely to be affected by felon disenfranchisement laws.","['Convicted felons in the United States (that is: sentenced of a crime punishable with at least one year in prison or death) should permanently lose their voting rights.', 'Felony disenfranchisement negatively affects electoral processes and therefore undermines democratic legitimacy.', 'By permanently disenfranchising felons, there is a perverse incentive for governments to use the criminal justice system for political gain.', 'By creating laws with the intention of targeting distinct groups within society, the government can disenfranchise people likely to vote against them.']","['NULL', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'SUPPORT']",IMPACTFUL
train_2282,"Criminality is a reasonably reliable measure of poor judgment. By preventing felons from voting, you create an electorate which has, on average, better judgment. This should translate to wiser voting decisions and, by extension, better law and policy making.","['Convicted felons in the United States (that is: sentenced of a crime punishable with at least one year in prison or death) should permanently lose their voting rights.', 'Felony disenfranchisement negatively affects electoral processes and therefore undermines democratic legitimacy.', 'Felons have proven to have a lack of maturity and good judgement, which is an impediment to making good choices.']","['NULL', 'OPPOSE', 'OPPOSE', 'SUPPORT']",NOT_IMPACTFUL
train_2283,Allowing public nudity might have a positive impact on issues such as public breast feeding and streaking.,['Public nudity should be legal.'],"['NULL', 'SUPPORT']",IMPACTFUL
train_2284,"It isn't entirely clear if the EU is any more or less dysfunctional than the UK, as supported by recent revelations about the Home Office","['The UK should remain in the EU if a hard Brexit is the only alternative option.', 'The EU is too dysfunctional for the UK.']","['NULL', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_2285,There continues to be a strong social bias against men who are viewed as feminine.,"['Gender (the concept of masculinity and femininity) is a social construct.', 'The hierarchical structure of gender is upheld in order to maintain social control.', 'Stereotypes and normative scripts around gender have developed such that people face societal pressure to buy into them, and potentially face social consequences for not doing so. In this way society continues to construct gender and expect different behaviour on the basis of gender.']","['NULL', 'SUPPORT', 'SUPPORT', 'SUPPORT']",IMPACTFUL
train_2286,Licensing could discriminate against single parents.,"['A license should be required in order to have a child (procreate).', ""Parenting licenses violate parents' rights."", 'Humans have a right to procreate and to raise a child. If prospective parents are rejected a license, this policy infringes on their rights by preventing them from procreating.', 'Although the Constitution of U.S. does not explicitly provide a right to procreate, the U.S. Supreme Court has interpreted that the Constitution protects it.', 'In Eisenstadt v. Baird (1972), the Supreme Court expanded the scope of sexual privacy rights and recognized the right of single people to procreate on the same basis as married couples.', 'Imposing a license policy on everyone still maintains equal rights of procreation for single parents as well as couples. This policy will just mean a reduced right to have a child for everyone, but still an equal right.']","['NULL', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'SUPPORT']",IMPACTFUL
train_2287,"The majority of immigration to the UK comes from non-EU countries, which the UK can already control.","['The UK should remain in the EU if a hard Brexit is the only alternative option.', 'The UK should be able to control and limit its immigration policy as it sees fit.']","['NULL', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_2288,"As the certainty of punishment in cases of crimes that warrant the death penalty is very high, the only way to enhance deterrence is enhancing the severity of punishment.","['Executions should be painful.', 'Painful executions equal torture and are therefore not acceptable.', 'In order to accomplish retributive justice, it is only fair to cruelly execute an offender who caused suffering to others by committing a cruel crime.', 'This assumes a retributive theory of justice. But this is not a theory that should be adopted by the modern state.', 'Utilitarian theories of punishment stress that punishment is only warranted when it prevents harm while inflicting the minimum necessary harm itself.', 'Rawls has argued that although retribution can be used to justify individual instances of punishment, justification for social practices must be utilitarian.', 'This argument stands on the assumption that painful execution cannot be beneficial in a utilitarian way. This assumption is not warranted as there might be a deterrent effect.', 'There is strong evidence that the severity of a prison sentence does not increase its society-wide deterrence effect; what promotes deterrence is rather the certainty of punishment.']","['NULL', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'OPPOSE']",NOT_IMPACTFUL
train_2289,"There is nothing inherently alienating by admitting that different people in different groups might have different experiences and different political goals. Suggesting that coal miners in Kentucky have different experiences and different political goals than IT professionals in Boston doesn't automatically lessen the ability for both groups to find common ground. Overreacting, and claiming ""Identity politics"" as a way to shut down discussion lessens the ability to find common ground.","['Identity politics are detrimental to society.', 'Identity politics alienate people from each other and lessen the potential to find common ground on issues.']","['NULL', 'SUPPORT', 'OPPOSE']",IMPACTFUL
train_2290,"If it offends people, the date should be changed.",['The date of Australia Day should be changed.'],"['NULL', 'SUPPORT']",NOT_IMPACTFUL
train_2291,The browser is the users' private space and they have the right to dictate the way in which they experience that environment.,"['It is unethical to use ad-blockers.', ""Ads are an invasion of users' privacy.""]","['NULL', 'OPPOSE', 'SUPPORT']",NOT_IMPACTFUL
train_2292,The Book of Mormon uses names and terms that post-date the era in which the book is set.,"['The Book of Mormon is authentic.', 'The Book of Mormon contains anachronisms.']","['NULL', 'OPPOSE', 'SUPPORT']",IMPACTFUL
train_2293,"Finding out about a betrayal from someone else is more damaging to a relationship than being directly enlightened by the partner, because it conveys a stronger sense that one has been deceived.","['In an exclusive relationship, should you reveal a one-night stand to your partner?', 'It is disrespectful to your partner to conceal that you broke your commitment to exclusivity.', 'Revealing it will cause unnecessary harm to your partner.', 'With a confession you knowingly harm your partner. You should consider the feelings of your partner when you make the decision about confessing or not.', 'An early reveal reduces the damage compared to the case of the one-night stand coming to light at a later stage.']","['NULL', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'SUPPORT']",IMPACTFUL
train_2294,A lack of proof is not proof of anything.,"['The Book of Mormon is authentic.', 'The archaeological evidence weighs soundly against the Book of Mormon being a historical record.']","['NULL', 'OPPOSE', 'OPPOSE']",NOT_IMPACTFUL
train_2295,Some form of communication is always possible - if only by mutually perceiving one another.,"['Alien life has existed or does exist.', 'Humans have not discovered any evidence supporting the existence of aliens.', 'There has not yet been any form of contact with extraterrestrial beings.', 'We may have detected signals from extraterrestrial beings but have not been able to identify them as such.', 'Aliens and humans might simply be so alien to each other that communication is impossible, as hard as humans may try.']","['NULL', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'OPPOSE']",MEDIUM_IMPACT
train_2296,"A woman's exposed nipples may be a life-threatening distraction to individuals operating heavy machinery, such as construction workers.","['Gender restrictions on nipple showing in the US should be eliminated.', 'Women showing their nipples in public is detrimental to society as a whole.', ""A woman's nipples are more distracting than a man's."", 'Allowing women to show their nipples could cause accidents.', 'Bare-breasted women would get much more attention from drivers and others using dangerous equipment.']","['NULL', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']",NOT_IMPACTFUL
train_2297,"Parents can learn about parenting through dedicated classes, meet-ups or parenting books. It is not necessary to implement a licensing process to offer educative experiences for prospective parents.","['A license should be required in order to have a child (procreate).', 'It is the duty of the state to maximize the quality of life of all its people.', ""Parenting licenses violate parents' rights."", 'The state should not interfere in the most personal decisions that an individual makes in the course of their lives.', 'The state already imposes licenses on other activities that involve a high element of risk or where your actions have ramifications on the rest of society.', ""There are proven ways to verify whether you are capable of driving a car or using a scalpel. There is no proven 'right' way to bring up a child since every person's life experience is unique."", 'It is impossible to design a test that accurately assesses the ability to be a parent.', ""What constitutes ideal or adequate parenthood is at least partly a cultural value judgement that isn't meant to reflect a scientific standard (but rather a cultural one)."", 'All adoption agencies conduct interviews and home-studies, which are partly meant to be educative experiences for prospective parents. When such interviews are conducted in the licensing process, parents will have an opportunity to learn more about parenting.']","['NULL', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'OPPOSE']",MEDIUM_IMPACT
train_2298,The convention has led to clear revisions of national laws.,"['Europeans, defined as citizens of what today constitutes the European Union (EU), had a better quality of life in the 1990s, than in the 1890s.', ""Legal and political developments brought significant improvements of Europeans' quality of life."", ""The abolishment of monarchies improved many peoples' lives."", ""Legal developments led to a more equal society and thus profited Europeans' life."", 'The live of minorities improved legally, socially, politically and health wise.', 'The situation for age minorities improved.', ""Various local and international statutes were put in place to mitigate the exploitation of children, such as the Convention on the Rights of the Child, as well as a number of organizations that make up the children's rights movement."", 'The Convention on the Rights of the Child had no effect to improve the living conditions of children in Europe.']","['NULL', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_2299,"Many studies have concluded that strict voter ID laws in the US have a negative impact on voter turnout in Hispanic, Black, Asian and multi-racial populations.","['Citizens in democratic states should be required to vote or be fined.', 'Compulsory voting generates better electoral outcomes.', 'Incumbents (Trounstine, p. 8) are more likely to win in elections with lower turnouts, thereby entrenching the power of existing elites.', 'Voter ID laws have been passed in the US by Republicans intending to suppress turnout of key Democrat constituencies in order to ensure re-election victory. These laws would no longer apply if everyone had to vote.']","['NULL', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']",IMPACTFUL
train_2300,"Humans want some species to go extinct and work actively for it, such as in the case of mosquitoes.","['People should donate to organisations that support gorillas instead of to those that support starving children.', 'A human life is worth more than the life of an animal. Thus it would be immoral to donate money to support gorillas whilst children are starving.', 'Losing the entire gorilla species is a lesser evil than having a single human child starve to death.', 'Any species going extinct is at least as bad as a single child starving to death, as it means that no representative of that species will ever again roam on Earth.']","['NULL', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'OPPOSE']",NOT_IMPACTFUL
train_2301,We only have the testimony of Jesus' disciples to support many of the claims about him.,['Jesus is the promised Messiah of the ancient Hebrew religion.'],"['NULL', 'OPPOSE']",NOT_IMPACTFUL
train_2302,Democratisation improves rights and conditions for women and minorities.,"['Democracies should only provide official development assistance (ODA) to democratic countries.', 'By making development assistance conditional on democratization, donor states run the risk of losing out on a potential source of influence over recipient states to protect important strategic interests.', ""As democracies have a strong natural interest in the international system's democratization, making democracy a condition for their support is a direct way to achieve this goal."", 'Conditional development assistance works as an incentive for further democratization.', 'Democracies better preserve the rights and freedoms of their people.']","['NULL', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'SUPPORT']",MEDIUM_IMPACT
train_2303,"Allowing whale hunting will save the broken International Whaling Commission, which has become dysfunctional through internal disagreement, because it allows members that previously withdrew to return.",['Hunting whales in a population-sustaining fashion (while minimising suffering) should be allowed.'],"['NULL', 'SUPPORT']",NOT_IMPACTFUL
train_2304,"""Feminism"" has been used to label a wide variety of ideas, including many mutually contradictory ones. Some of these world views seek equality, but others do not.",['Feminism strives for equality.'],"['NULL', 'OPPOSE']",IMPACTFUL
train_2305,Banning conversion therapy interferes with religious freedom.,['LGBTQ+ Conversion Therapy Should Be Banned.'],"['NULL', 'OPPOSE']",NOT_IMPACTFUL
train_2306,"If humans operated solely based on genetics and environmental factors, we could know the future with absolute certainty if all factors were carefully considered (eg., by a machine). Morality must therefore come from something outside and beyond the physical.",['We need religion for morality.'],"['NULL', 'SUPPORT']",NOT_IMPACTFUL
train_2307,It is the modern world that should be made compatible with Islam.,['Islam needs a reform to be compatible with the modern world.'],"['NULL', 'OPPOSE']",NOT_IMPACTFUL
train_2308,"According to Pew Research, 31% of Black adults have received food stamps - compared to 15% of whites - over their lifetime.","['The US should pay reparations for slavery.', 'The US has already taken actions and/or changed in ways that deal sufficiently with its history with slavery.', 'Black Americans have been compensated for disadvantage through past social spending programs, thus obviating the need for reparations.', 'Social spending programs, even when they benefit Black Americans, benefit white Americans more, thereby further increasing the disparity in wealth.', 'The plurality of food stamp beneficiaries are white, and the majority are non-Black.']","['NULL', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'OPPOSE']",MEDIUM_IMPACT
train_2309,"The tournaments generate negative outcomes for the participants, even those who are considered to be the winners.","['Consenting adults should be allowed to compete in official, deadly arena-style tournaments, without having to fear any legal repercussions.']","['NULL', 'OPPOSE']",IMPACTFUL
train_2310,Even well intentioned parents who do not abuse or neglect their children can be ill-prepared to have a child.,"['A license should be required in order to have a child (procreate).', 'Parenting licenses will bring undue harm to people.', 'Incorrect and ineffective parenting is harmful to society.', 'Bad parenting results in harmful consequences for the child. Requiring a parent to obtain a license ensures a basic standard of parenting.', 'Parents are often unaware of how difficult it is to raise a child. The process of acquiring a license will allow potential parents to better assess whether they are actually ready for children or not.', 'Parents would be forced to prospectively consider their preparedness for a baby, rather than trying to learn retrospectively when the child is born.', 'Many potential parents may not even be aware of their flaws when it comes to their readiness to rear a child. The process of applying for a license and getting feedback will therefore be beneficial.']","['NULL', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']",IMPACTFUL
train_2311,"To uncover child pornography the FBI is allowed to initiate undercover operations, both offline and online after prior authorization.","['The FBI did the right thing by keeping the pedophile site Playpen online, after hacking it.', 'The FBI engaged in criminal acts by keeping Playpen online.', 'The FBI knowingly offered a mean of transport for child pornography and therewith violated US law.', 'Being an agency working with crime and trying to prosecute and prevent it, this operation could be seen as sort of an ""undercover ops"", which is a natural part of the business the FBI is made for, when you try to prosecute or prevent things from happening.', 'In undercover operations investigators do engage in criminal activities to gain information and win the trust of others.']","['NULL', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'SUPPORT']",MEDIUM_IMPACT
train_2312,Transhumanism helps to prevent existential risk of AI takeover through existential risk reduction.,['Transhumanism is the next step in human evolution.'],"['NULL', 'SUPPORT']",IMPACTFUL
train_2313,In the previous vote the details of what Brexit means were unclear.,['A further referendum should be held on Brexit'],"['NULL', 'SUPPORT']",IMPACTFUL
train_2314,Violent video games may decrease crime because people are busy playing the games instead of committing violent acts.,"['Consenting adults should be allowed to compete in official, deadly arena-style tournaments, without having to fear any legal repercussions.', 'The right to compete in these tournaments is a natural extension of the way that society currently promotes freedom.', 'The right to bodily autonomy gives individuals a right to consent to harm, or even death.', 'We regulate what people are allowed to do all of the time in the name of public safety or personal interest (e.g. drinking age, medicine regulation).', 'However, this is not a matter of public safety, as participants are freely consenting.', 'Promoting violence is bad for society generally.', 'Allowing these tournaments, as well as watching them, would promote violence.', 'Humans can very well separate between entertainment and real world violence. Violent PC games, for example, do not lead to more violence even though humans enjoy it.']","['NULL', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'SUPPORT']",NOT_IMPACTFUL
